Flop,Turn,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR,BET 7%,BET 7 EV,CHECK%,CHECK EV
Ah 8d 2c,3c,As2d,0.601,84.09,12.0811,119.73,0.29,11.43,99.71,12.08
Ah 8d 2c,3c,As3d,0.902,85.07,12.6436,123.85,0.26,11.95,99.74,12.65
Ah 8d 2c,3c,As4d,0.899,69.43,6.6694,80.0521,0.16,5.49,99.84,6.67
Ah 8d 2c,3c,As5d,0.862,69.50,6.59776,79.1059,0.17,5.50,99.83,6.60
Ah 8d 2c,3c,As6d,0.885,66.99,5.85354,72.8138,0.14,4.52,99.86,5.86
Ah 8d 2c,3c,As7d,0.813,67.07,5.88405,73.1131,0.13,4.48,99.87,5.89
Ah 8d 2c,3c,As9d,0.590,67.47,6.11146,75.4887,0.12,4.55,99.88,6.11
Ah 8d 2c,3c,AsTd,0.698,70.28,6.77704,80.3551,0.12,5.22,99.88,6.78
Ah 8d 2c,3c,AsJd,0.728,73.52,7.82943,88.7392,0.13,6.34,99.87,7.83
Ah 8d 2c,3c,As2h,0.593,84.09,12.0857,119.763,0.28,11.42,99.72,12.09
Ah 8d 2c,3c,As3h,0.904,85.10,12.6524,123.895,0.27,11.96,99.73,12.65
Ah 8d 2c,3c,As4h,0.896,69.42,6.6674,80.0364,0.16,5.48,99.84,6.67
Ah 8d 2c,3c,As5h,0.844,69.50,6.59752,79.1098,0.17,5.49,99.83,6.60
Ah 8d 2c,3c,As6h,0.866,66.89,5.82754,72.5981,0.14,4.49,99.86,5.83
Ah 8d 2c,3c,As7h,0.709,66.93,5.8473,72.8023,0.13,4.46,99.87,5.85
Ah 8d 2c,3c,As8h,0.344,89.94,15.2125,140.947,1.07,15.03,98.93,15.21
Ah 8d 2c,3c,As9h,0.523,67.31,6.09537,75.4626,0.11,4.50,99.89,6.10
Ah 8d 2c,3c,AsTh,0.676,70.24,6.77106,80.3301,0.12,5.21,99.88,6.77
Ah 8d 2c,3c,AsJh,0.680,73.33,7.80946,88.7469,0.12,6.29,99.88,7.81
Ah 8d 2c,3c,As2s,0.651,84.09,12.0951,119.86,0.28,11.42,99.72,12.10
Ah 8d 2c,3c,As3s,0.775,85.14,12.7094,124.397,0.25,11.95,99.75,12.71
Ah 8d 2c,3c,As4s,0.759,69.54,6.70642,80.3641,0.16,5.52,99.84,6.71
Ah 8d 2c,3c,As5s,0.766,69.74,6.64884,79.4492,0.17,5.56,99.83,6.65
Ah 8d 2c,3c,As6s,0.803,67.12,5.874,72.9273,0.14,4.55,99.86,5.88
Ah 8d 2c,3c,As7s,0.638,67.44,5.95867,73.6321,0.13,4.58,99.87,5.96
Ah 8d 2c,3c,As8s,0.334,90.09,15.1874,140.485,1.15,15.01,98.85,15.19
Ah 8d 2c,3c,As9s,0.555,68.52,6.29178,76.5213,0.12,4.78,99.88,6.29
Ah 8d 2c,3c,AsTs,0.707,70.62,6.84038,80.7181,0.12,5.30,99.88,6.84
Ah 8d 2c,4c,6c5c,0.198,36.65,6.42525,146.08,1.68,6.29,98.32,6.43
Ah 8d 2c,4c,7c6c,0.329,31.29,4.61019,122.779,0.38,4.02,99.62,4.61
Ah 8d 2c,4c,8c7c,0.485,59.05,6.29395,88.8287,0.30,5.70,99.70,6.30
Ah 8d 2c,4c,9c8c,0.914,60.07,6.41339,88.9659,0.22,5.61,99.78,6.42
Ah 8d 2c,4c,Tc8c,0.745,61.36,6.57867,89.3455,0.20,5.68,99.80,6.58
Ah 8d 2c,4c,Tc9c,0.404,30.12,3.79203,104.917,0.27,3.02,99.73,3.79
Ah 8d 2c,4c,Jc8c,0.768,62.49,6.8085,90.7936,0.18,5.83,99.82,6.81
Ah 8d 2c,4c,Jc9c,0.481,34.93,3.9321,93.8092,0.25,3.09,99.75,3.93
Ah 8d 2c,4c,JcTc,0.492,38.80,4.02563,86.4545,0.25,3.14,99.75,4.03
Ah 8d 2c,4c,JcTd,0.028,23.73,2.73844,96.1778,0.14,1.39,99.86,2.74
Ah 8d 2c,4c,JcTh,0.049,23.74,2.72978,95.8232,0.14,1.37,99.86,2.73
Ah 8d 2c,4c,JcTs,0.197,23.89,2.80955,98.0008,0.15,1.51,99.85,2.81
Ah 8d 2c,4c,Qc8c,0.872,64.00,7.08757,92.2798,0.22,6.30,99.78,7.09
Ah 8d 2c,4c,Qc9c,0.016,41.98,4.09241,81.233,0.30,3.43,99.70,4.09
Ah 8d 2c,4c,QcTc,0.387,44.36,4.15637,78.0767,0.26,3.40,99.74,4.16
Ah 8d 2c,4c,QcJc,0.482,46.51,4.20489,75.3347,0.25,3.46,99.75,4.21
Ah 8d 2c,4c,QcTd,0.003,30.19,2.75176,75.9473,0.17,1.64,99.83,2.75
Ah 8d 2c,4c,QcJd,0.005,32.92,2.78949,70.6174,0.18,1.75,99.82,2.79
Ah 8d 2c,4c,QcTh,0.003,30.20,2.74333,75.6995,0.17,1.63,99.83,2.75
Ah 8d 2c,4c,QcJh,0.003,32.78,2.71172,68.9389,0.17,1.66,99.83,2.71
Ah 8d 2c,4c,QcTs,0.003,30.54,2.83656,77.4038,0.17,1.76,99.83,2.84
Ah 8d 2c,4c,QcJs,0.013,33.27,2.85337,71.4781,0.18,1.85,99.82,2.86
Ah 8d 2c,4c,Kc3c,0.257,52.38,5.96305,94.8699,0.50,5.47,99.50,5.97
Ah 8d 2c,4c,Kc5c,0.350,52.70,5.9744,94.4734,0.32,5.32,99.68,5.98
Ah 8d 2c,4c,Kc6c,0.002,48.98,4.82418,82.0831,0.22,3.88,99.78,4.83
Ah 8d 2c,4c,Kc7c,0.002,49.08,4.72665,80.2584,0.25,3.88,99.75,4.73
Ah 8d 2c,4c,Kc8c,0.747,65.38,7.53561,96.0447,0.22,6.67,99.78,7.54
Ah 8d 2c,4c,Kc9c,0.350,50.07,4.61916,76.8824,0.20,3.69,99.80,4.62
Ah 8d 2c,4c,KcTc,0.783,50.80,4.70425,77.1718,0.18,3.70,99.82,4.71
Ah 8d 2c,4c,KcJc,0.962,51.02,4.76235,77.7898,0.18,3.73,99.82,4.76
Ah 8d 2c,4c,KcQc,0.976,51.45,4.81548,78.0017,0.18,3.85,99.82,4.82
Ah 8d 2c,4c,KcTd,0.002,37.73,2.89615,63.9671,0.16,1.70,99.84,2.90
Ah 8d 2c,4c,KcJd,0.003,37.99,2.9801,65.3714,0.15,1.81,99.85,2.98
Ah 8d 2c,4c,KcQd,0.005,38.51,3.00849,65.0961,0.19,2.10,99.81,3.01
Ah 8d 2c,4c,KcTh,0.002,37.74,2.89089,63.8406,0.16,1.69,99.84,2.89
Ah 8d 2c,4c,KcJh,0.003,37.82,2.87686,63.3829,0.15,1.71,99.85,2.88
Ah 8d 2c,4c,KcQh,0.004,38.48,2.95207,63.9342,0.20,2.09,99.80,2.95
Ah 8d 2c,4c,KcTs,0.002,38.13,2.97653,65.0452,0.16,1.82,99.84,2.98
Ah 8d 2c,4c,KcJs,0.008,38.45,2.99563,64.9248,0.17,1.90,99.83,3.00
Ah 8d 2c,4c,KcQs,0.017,38.87,3.0333,65.0318,0.20,2.18,99.80,3.04
Ah 8d 2c,4c,Ac3c,0.766,77.18,10.2486,110.651,0.79,9.96,99.21,10.25
Ah 8d 2c,4c,Ac5c,0.680,77.39,10.2573,110.45,0.62,9.94,99.38,10.26
Ah 8d 2c,4c,Ac6c,0.769,75.46,9.64034,106.466,0.22,8.88,99.78,9.64
Ah 8d 2c,4c,Ac7c,0.545,75.51,9.53685,105.247,0.25,8.86,99.75,9.54
Ah 8d 2c,4c,Ac8c,0.262,93.77,17.429,154.889,2.28,17.33,97.72,17.43
Ah 8d 2c,4c,Ac9c,0.490,76.11,9.84245,107.765,0.33,9.29,99.67,9.84
Ah 8d 2c,4c,AcTc,0.687,78.27,10.3751,110.464,0.35,9.86,99.65,10.38
Ah 8d 2c,4c,Ac2d,0.600,84.10,12.1737,120.633,0.26,11.47,99.74,12.18
Ah 8d 2c,4c,Ac3d,0.911,69.36,6.58559,79.1188,0.19,5.61,99.81,6.59
Ah 8d 2c,4c,Ac4d,0.906,85.07,12.7328,124.728,0.25,11.98,99.75,12.73
Ah 8d 2c,4c,Ac5d,0.869,69.61,6.65452,79.6687,0.18,5.66,99.82,6.66
Ah 8d 2c,4c,Ac6d,0.898,67.04,5.88827,73.1886,0.14,4.57,99.86,5.89
Ah 8d 2c,4c,Ac7d,0.851,67.13,5.91707,73.4496,0.14,4.56,99.86,5.92
Ah 8d 2c,4c,Ac9d,0.612,67.48,6.15274,75.982,0.13,4.71,99.87,6.15
Ah 8d 2c,4c,AcTd,0.692,70.35,6.84809,81.122,0.13,5.41,99.87,6.85
Ah 8d 2c,4c,AcJd,0.725,73.65,7.88782,89.2539,0.13,6.49,99.87,7.89
Ah 8d 2c,4c,Ac2h,0.596,84.11,12.1792,120.675,0.26,11.46,99.74,12.18
Ah 8d 2c,4c,Ac3h,0.913,69.36,6.59052,79.1831,0.19,5.60,99.81,6.59
Ah 8d 2c,4c,Ac4h,0.904,85.10,12.744,124.801,0.25,11.99,99.75,12.75
Ah 8d 2c,4c,Ac5h,0.845,69.59,6.65663,79.7071,0.18,5.64,99.82,6.66
Ah 8d 2c,4c,Ac6h,0.883,66.94,5.864,73.0041,0.14,4.55,99.86,5.87
Ah 8d 2c,4c,Ac7h,0.792,66.99,5.88205,73.1712,0.14,4.53,99.86,5.88
Ah 8d 2c,4c,Ac8h,0.415,90.00,15.3157,141.82,0.94,15.09,99.06,15.32
Ah 8d 2c,4c,Ac9h,0.541,67.33,6.14157,76.0178,0.13,4.67,99.87,6.14
Ah 8d 2c,4c,AcTh,0.673,70.31,6.84125,81.0854,0.13,5.40,99.87,6.84
Ah 8d 2c,4c,AcJh,0.668,73.45,7.88031,89.4018,0.13,6.46,99.87,7.88
Ah 8d 2c,4c,Ac2s,0.658,84.10,12.1859,120.745,0.26,11.46,99.74,12.19
Ah 8d 2c,4c,Ac3s,0.815,69.47,6.63281,79.5614,0.19,5.64,99.81,6.63
Ah 8d 2c,4c,Ac4s,0.795,85.13,12.8001,125.297,0.23,11.98,99.77,12.80
Ah 8d 2c,4c,Ac5s,0.806,69.84,6.71421,80.1198,0.18,5.72,99.82,6.72
Ah 8d 2c,4c,Ac6s,0.838,67.16,5.90793,73.3013,0.14,4.59,99.86,5.91
Ah 8d 2c,4c,Ac7s,0.712,67.50,5.99532,74.0199,0.14,4.65,99.86,6.00
Ah 8d 2c,4c,Ac8s,0.406,90.14,15.2914,141.367,1.00,15.08,99.00,15.29
Ah 8d 2c,4c,Ac9s,0.594,68.53,6.33415,77.0189,0.13,4.93,99.87,6.34
Ah 8d 2c,4c,AcTs,0.718,70.69,6.90918,81.453,0.13,5.49,99.87,6.91
Ah 8d 2c,4c,AcJs,0.711,73.99,7.97833,89.8615,0.13,6.58,99.87,7.98
Ah 8d 2c,4c,6d6c,0.708,40.93,3.02817,61.6608,0.28,2.35,99.72,3.03
Ah 8d 2c,4c,6d5d,0.137,22.89,3.75728,136.788,0.84,3.55,99.16,3.76
Ah 8d 2c,4c,7d7c,0.658,40.39,3.01591,62.2306,0.22,2.16,99.78,3.02
Ah 8d 2c,4c,7d6d,0.249,15.66,3.03483,161.505,0.34,2.42,99.66,3.04
Ah 8d 2c,4c,9d9c,0.687,51.43,4.05029,65.6241,0.10,2.16,99.90,4.05
Ah 8d 2c,4c,TdTc,0.827,54.18,4.29725,66.0978,0.10,2.44,99.90,4.30
Ah 8d 2c,4c,Td9d,0.375,12.78,2.23083,145.421,0.12,0.63,99.88,2.23
Ah 8d 2c,4c,JdTc,0.022,23.76,2.67554,93.8267,0.14,1.34,99.86,2.68
Ah 8d 2c,4c,Jd9d,0.476,18.42,2.26352,102.397,0.12,0.72,99.88,2.27
Ah 8d 2c,4c,JdTd,0.426,23.32,2.42191,86.5365,0.13,0.91,99.87,2.42
Ah 8d 2c,4c,JdTh,0.064,23.26,2.40063,85.9934,0.12,0.87,99.88,2.40
Ah 8d 2c,4c,JdTs,0.245,23.42,2.48961,88.5868,0.13,1.01,99.87,2.49
Ah 8d 2c,4c,QdTc,0.003,30.42,2.82546,77.4025,0.16,1.65,99.84,2.83
Ah 8d 2c,4c,QdJc,0.004,33.03,2.90434,73.2784,0.17,1.81,99.83,2.91
Ah 8d 2c,4c,Qd9d,0.125,26.84,2.43389,75.5574,0.14,1.09,99.86,2.44
Ah 8d 2c,4c,QdTd,0.403,29.87,2.56336,71.5164,0.14,1.23,99.86,2.57
Ah 8d 2c,4c,QdJd,0.528,32.49,2.59253,66.5056,0.15,1.35,99.85,2.59
Ah 8d 2c,4c,QdTh,0.003,29.81,2.53064,70.7379,0.14,1.19,99.86,2.53
Ah 8d 2c,4c,QdJh,0.004,32.28,2.5016,64.5844,0.14,1.22,99.86,2.50
Ah 8d 2c,4c,QdTs,0.003,30.16,2.63266,72.7479,0.14,1.33,99.86,2.63
Ah 8d 2c,4c,QdJs,0.012,32.78,2.64931,67.356,0.15,1.44,99.85,2.65
Ah 8d 2c,4c,KdTc,0.002,38.06,3.02,66.1292,0.14,1.69,99.86,3.02
Ah 8d 2c,4c,KdJc,0.003,38.31,3.10793,67.6024,0.14,1.84,99.86,3.11
Ah 8d 2c,4c,KdQc,0.004,38.74,3.04221,65.4343,0.18,2.05,99.82,3.04
Ah 8d 2c,4c,Kd2d,0.368,41.70,3.28112,65.5663,0.34,2.70,99.66,3.28
Ah 8d 2c,4c,Kd3d,0.224,40.34,3.30573,68.2819,0.28,2.55,99.72,3.31
Ah 8d 2c,4c,Kd4d,0.226,42.46,3.23624,63.5211,0.32,2.63,99.68,3.24
Ah 8d 2c,4c,Kd5d,0.296,40.61,3.31561,68.0305,0.28,2.56,99.72,3.32
Ah 8d 2c,4c,Kd6d,0.002,35.59,2.79941,65.5524,0.16,1.56,99.84,2.80
Ah 8d 2c,4c,Kd7d,0.003,35.66,2.76589,64.6352,0.15,1.47,99.85,2.77
Ah 8d 2c,4c,Kd9d,0.428,36.45,2.65729,60.7496,0.12,1.08,99.88,2.66
Ah 8d 2c,4c,KdTd,0.854,37.38,2.73054,60.8677,0.13,1.27,99.87,2.73
Ah 8d 2c,4c,KdJd,0.971,37.64,2.84991,63.0925,0.12,1.33,99.88,2.85
Ah 8d 2c,4c,KdQd,0.981,38.18,2.86433,62.5258,0.14,1.59,99.86,2.87
Ah 8d 2c,4c,KdTh,0.002,37.39,2.72635,60.7657,0.13,1.26,99.87,2.73
Ah 8d 2c,4c,KdJh,0.003,37.47,2.75067,61.171,0.12,1.24,99.88,2.75
Ah 8d 2c,4c,KdQh,0.004,38.14,2.79742,61.1231,0.15,1.59,99.85,2.80
Ah 8d 2c,4c,KdTs,0.002,37.80,2.8199,62.1745,0.13,1.40,99.87,2.82
Ah 8d 2c,4c,KdJs,0.003,38.11,2.8661,62.6693,0.13,1.45,99.87,2.87
Ah 8d 2c,4c,KdQs,0.009,38.54,2.88836,62.4571,0.15,1.69,99.85,2.89
Ah 8d 2c,4c,Ad3c,0.909,69.33,6.56326,78.8838,0.16,5.44,99.84,6.57
Ah 8d 2c,4c,Ad5c,0.866,69.69,6.66309,79.6734,0.17,5.59,99.83,6.66
Ah 8d 2c,4c,Ad6c,0.896,67.22,5.97142,74.0323,0.13,4.57,99.87,5.97
Ah 8d 2c,4c,Ad7c,0.832,67.59,6.05777,74.6882,0.13,4.65,99.87,6.06
Ah 8d 2c,4c,Ad8c,0.419,90.13,15.1498,140.07,0.61,14.81,99.39,15.15
Ah 8d 2c,4c,Ad9c,0.610,68.24,6.291,76.8275,0.13,4.85,99.87,6.29
Ah 8d 2c,4c,AdTc,0.680,70.74,6.87484,80.9841,0.12,5.43,99.88,6.88
Ah 8d 2c,4c,AdJc,0.697,74.01,7.8695,88.6046,0.13,6.47,99.87,7.87
Ah 8d 2c,4c,Ad2d,0.398,83.68,12.0099,119.596,0.26,11.29,99.74,12.01
Ah 8d 2c,4c,Ad3d,0.742,68.98,6.4681,78.1412,0.17,5.35,99.83,6.47
Ah 8d 2c,4c,Ad4d,0.736,84.68,12.568,123.684,0.24,11.80,99.76,12.57
Ah 8d 2c,4c,Ad5d,0.651,69.22,6.53745,78.7063,0.16,5.43,99.84,6.54
Ah 8d 2c,4c,Ad6d,0.756,66.73,5.7796,72.1736,0.13,4.41,99.87,5.78
Ah 8d 2c,4c,Ad7d,0.516,66.80,5.80808,72.4544,0.13,4.37,99.87,5.81
Ah 8d 2c,4c,Ad9d,0.491,67.07,6.02817,74.8995,0.12,4.47,99.88,6.03
Ah 8d 2c,4c,AdTd,0.693,69.91,6.69388,79.7925,0.12,5.18,99.88,6.70
Ah 8d 2c,4c,Ad2h,0.659,83.70,12.0092,119.565,0.26,11.28,99.74,12.01
Ah 8d 2c,4c,Ad3h,0.914,68.97,6.46303,78.085,0.17,5.34,99.83,6.46
Ah 8d 2c,4c,Ad4h,0.909,84.70,12.5749,123.716,0.25,11.82,99.75,12.58
Ah 8d 2c,4c,Ad5h,0.855,69.21,6.53458,78.6852,0.16,5.41,99.84,6.54
Ah 8d 2c,4c,Ad6h,0.884,66.61,5.75249,71.9684,0.13,4.37,99.87,5.75
Ah 8d 2c,4c,Ad7h,0.806,66.66,5.76791,72.1082,0.13,4.34,99.87,5.77
Ah 8d 2c,4c,Ad8h,0.352,89.51,15.1115,140.681,1.12,14.92,98.88,15.11
Ah 8d 2c,4c,Ad9h,0.543,66.93,6.01377,74.8761,0.12,4.43,99.88,6.02
Ah 8d 2c,4c,AdTh,0.684,69.87,6.68995,79.7917,0.12,5.17,99.88,6.69
Ah 8d 2c,4c,AdJh,0.674,72.94,7.7133,88.1276,0.13,6.25,99.87,7.72
Ah 8d 2c,4c,Ad2s,0.706,83.70,12.0187,119.663,0.26,11.28,99.74,12.02
Ah 8d 2c,4c,Ad3s,0.828,69.09,6.50473,78.4584,0.16,5.38,99.84,6.51
Ah 8d 2c,4c,Ad4s,0.821,84.74,12.6288,124.192,0.23,11.80,99.77,12.63
Ah 8d 2c,4c,Ad5s,0.814,69.45,6.58744,79.0443,0.16,5.50,99.84,6.59
Ah 8d 2c,4c,Ad6s,0.841,66.84,5.79765,72.2809,0.13,4.43,99.87,5.80
Ah 8d 2c,4c,Ad7s,0.730,67.17,5.88066,72.9583,0.13,4.46,99.87,5.88
Ah 8d 2c,4c,Ad8s,0.346,89.67,15.0869,140.207,1.23,14.92,98.77,15.09
Ah 8d 2c,4c,Ad9s,0.590,68.15,6.21392,75.9803,0.12,4.70,99.88,6.22
Ah 8d 2c,4c,AdTs,0.727,70.25,6.75948,80.1789,0.12,5.26,99.88,6.76
Ah 8d 2c,4c,AdJs,0.708,73.48,7.82644,88.7567,0.13,6.38,99.87,7.83
Ah 8d 2c,4c,6h6c,0.715,41.05,3.01555,61.2162,0.27,2.32,99.73,3.02
Ah 8d 2c,4c,6h6d,0.756,40.44,2.93445,60.4701,0.22,2.10,99.78,2.94
Ah 8d 2c,4c,6h5h,0.182,22.90,3.72942,135.706,0.81,3.52,99.19,3.73
Ah 8d 2c,4c,7h7c,0.535,40.55,3.00485,61.7547,0.21,2.12,99.79,3.01
Ah 8d 2c,4c,7h7d,0.625,39.63,2.82085,59.3119,0.18,1.82,99.82,2.82
Ah 8d 2c,4c,7h6h,0.305,15.76,3.0168,159.522,0.31,2.34,99.69,3.02
Ah 8d 2c,4c,8h8c,0.020,95.44,24.1135,210.548,10.86,23.99,89.14,24.13
Ah 8d 2c,4c,8h7h,0.467,47.30,3.37165,59.4074,0.23,2.52,99.77,3.37
Ah 8d 2c,4c,9h9c,0.608,51.21,4.00219,65.1333,0.10,2.11,99.90,4.00
Ah 8d 2c,4c,9h9d,0.704,50.12,3.64027,60.5302,0.09,1.56,99.91,3.64
Ah 8d 2c,4c,9h8h,0.887,48.10,3.26544,56.5703,0.15,2.06,99.85,3.27
Ah 8d 2c,4c,ThTc,0.837,54.12,4.28382,65.9559,0.10,2.43,99.90,4.29
Ah 8d 2c,4c,ThTd,0.862,53.39,4.02326,62.8016,0.09,2.02,99.91,4.03
Ah 8d 2c,4c,Th8h,0.703,50.07,3.52732,58.7093,0.15,2.26,99.85,3.53
Ah 8d 2c,4c,Th9h,0.338,12.80,2.18112,141.951,0.12,0.55,99.88,2.18
Ah 8d 2c,4c,JhTc,0.078,23.67,2.59819,91.4766,0.14,1.24,99.86,2.60
Ah 8d 2c,4c,JhTd,0.120,23.16,2.32756,83.7551,0.12,0.79,99.88,2.33
Ah 8d 2c,4c,Jh8h,0.746,51.10,3.72566,60.7606,0.13,2.30,99.87,3.73
Ah 8d 2c,4c,Jh9h,0.432,18.35,2.13896,97.1138,0.12,0.56,99.88,2.14
Ah 8d 2c,4c,JhTh,0.409,23.24,2.33239,83.6518,0.12,0.80,99.88,2.33
Ah 8d 2c,4c,JhTs,0.339,23.33,2.40859,86.0406,0.13,0.91,99.87,2.41
Ah 8d 2c,4c,QhTc,0.003,30.38,2.80239,76.8779,0.16,1.64,99.84,2.80
Ah 8d 2c,4c,QhJc,0.003,32.98,2.87458,72.6306,0.17,1.79,99.83,2.88
Ah 8d 2c,4c,QhTd,0.003,29.76,2.51667,70.4595,0.14,1.19,99.86,2.52
Ah 8d 2c,4c,QhJd,0.004,32.37,2.54783,65.5872,0.15,1.31,99.85,2.55
Ah 8d 2c,4c,Qh8h,0.834,52.88,3.93057,61.9417,0.15,2.72,99.85,3.93
Ah 8d 2c,4c,Qh9h,0.078,26.72,2.36318,73.6961,0.14,1.02,99.86,2.37
Ah 8d 2c,4c,QhTh,0.384,29.83,2.53234,70.7379,0.14,1.21,99.86,2.53
Ah 8d 2c,4c,QhJh,0.513,32.30,2.49671,64.4204,0.15,1.25,99.85,2.50
Ah 8d 2c,4c,QhTs,0.003,30.12,2.60835,72.1743,0.14,1.32,99.86,2.61
Ah 8d 2c,4c,QhJs,0.008,32.73,2.61811,66.6586,0.16,1.44,99.84,2.62
Ah 8d 2c,4c,KhTc,0.002,37.84,2.96051,65.2034,0.14,1.60,99.86,2.96
Ah 8d 2c,4c,KhJc,0.003,38.09,3.04973,66.7262,0.14,1.74,99.86,3.05
Ah 8d 2c,4c,KhQc,0.004,38.52,2.98512,64.5725,0.17,1.96,99.83,2.99
Ah 8d 2c,4c,KhTd,0.002,37.16,2.67321,59.9463,0.12,1.18,99.88,2.68
Ah 8d 2c,4c,KhJd,0.003,37.42,2.79716,62.2988,0.12,1.24,99.88,2.80
Ah 8d 2c,4c,KhQd,0.004,37.95,2.81084,61.7161,0.14,1.50,99.86,2.81
Ah 8d 2c,4c,Kh2h,0.372,41.53,3.2291,64.7987,0.33,2.63,99.67,3.23
Ah 8d 2c,4c,Kh3h,0.392,40.43,3.25121,67.0193,0.27,2.46,99.73,3.25
Ah 8d 2c,4c,Kh4h,0.326,42.29,3.18169,62.6935,0.31,2.55,99.69,3.18
Ah 8d 2c,4c,Kh5h,0.361,40.73,3.25957,66.6936,0.26,2.47,99.74,3.26
Ah 8d 2c,4c,Kh6h,0.009,35.78,2.73082,63.6045,0.15,1.43,99.85,2.73
Ah 8d 2c,4c,Kh7h,0.006,35.82,2.71851,63.2404,0.14,1.34,99.86,2.72
Ah 8d 2c,4c,Kh8h,0.632,53.92,4.13421,63.8955,0.14,2.86,99.86,4.14
Ah 8d 2c,4c,Kh9h,0.529,36.15,2.56743,59.1831,0.11,0.93,99.89,2.57
Ah 8d 2c,4c,KhTh,0.790,37.17,2.66663,59.7893,0.12,1.16,99.88,2.67
Ah 8d 2c,4c,KhJh,0.960,37.24,2.68958,60.1786,0.12,1.14,99.88,2.69
Ah 8d 2c,4c,KhQh,0.976,37.92,2.73785,60.1714,0.14,1.49,99.86,2.74
Ah 8d 2c,4c,KhTs,0.002,37.58,2.7593,61.1914,0.13,1.30,99.87,2.76
Ah 8d 2c,4c,KhJs,0.003,37.89,2.80977,61.7966,0.13,1.36,99.87,2.81
Ah 8d 2c,4c,KhQs,0.004,38.32,2.83292,61.6067,0.14,1.59,99.86,2.83
Ah 8d 2c,4c,6s6c,0.811,41.30,3.05601,61.6584,0.28,2.37,99.72,3.06
Ah 8d 2c,4c,6s6d,0.826,40.69,2.97524,60.927,0.23,2.16,99.77,2.98
Ah 8d 2c,4c,6s6h,0.841,40.82,2.96457,60.5237,0.22,2.12,99.78,2.97
Ah 8d 2c,4c,6s5s,0.001,22.95,3.86975,140.524,0.84,3.71,99.16,3.87
Ah 8d 2c,4c,7s7c,0.804,41.17,3.08707,62.4852,0.23,2.25,99.77,3.09
Ah 8d 2c,4c,7s7d,0.820,40.27,2.90228,60.0647,0.19,1.96,99.81,2.90
Ah 8d 2c,4c,7s7h,0.800,40.43,2.89469,59.6715,0.18,1.91,99.82,2.90
Ah 8d 2c,4c,7s6s,0.001,15.76,3.1803,168.121,0.36,2.62,99.64,3.18
Ah 8d 2c,4c,8s8c,0.017,95.50,23.976,209.205,13.72,23.87,86.28,23.99
Ah 8d 2c,4c,8s8h,0.018,94.84,24.2604,213.181,29.41,24.21,70.59,24.28
Ah 8d 2c,4c,8s7s,0.501,47.60,3.44182,60.2527,0.27,2.74,99.73,3.44
Ah 8d 2c,4c,9s9c,0.711,52.86,4.27273,67.353,0.10,2.46,99.90,4.27
Ah 8d 2c,4c,9s9d,0.749,51.82,3.92553,63.1335,0.09,1.95,99.91,3.93
Ah 8d 2c,4c,9s9h,0.713,51.59,3.87765,62.6318,0.09,1.89,99.91,3.88
Ah 8d 2c,4c,9s8s,0.954,49.46,3.54499,59.7244,0.18,2.52,99.82,3.55
Ah 8d 2c,4c,TsTc,0.766,54.61,4.38216,66.8677,0.10,2.56,99.90,4.38
Ah 8d 2c,4c,TsTd,0.812,53.88,4.1216,63.7434,0.09,2.15,99.91,4.12
Ah 8d 2c,4c,TsTh,0.815,53.83,4.10834,63.6007,0.09,2.14,99.91,4.11
Ah 8d 2c,4c,Ts8s,0.845,50.31,3.61305,59.8456,0.16,2.46,99.84,3.61
Ah 8d 2c,4c,Ts9s,0.541,13.41,2.61152,162.327,0.12,1.09,99.88,2.61
Ah 8d 2c,4c,JsTc,0.168,23.91,2.74052,95.5152,0.15,1.43,99.85,2.74
Ah 8d 2c,4c,JsTd,0.192,23.41,2.47909,88.2522,0.13,1.01,99.87,2.48
Ah 8d 2c,4c,JsTh,0.256,23.42,2.46835,87.8444,0.13,0.99,99.87,2.47
Ah 8d 2c,4c,Js8s,0.843,51.84,3.88092,62.3812,0.14,2.55,99.86,3.88
Ah 8d 2c,4c,Js9s,0.090,19.50,2.67062,114.143,0.13,1.25,99.87,2.67
Ah 8d 2c,4c,JsTs,0.340,23.56,2.54968,90.1963,0.13,1.12,99.87,2.55
Ah 8d 2c,4c,QsTc,0.003,30.64,2.89296,78.6817,0.16,1.75,99.84,2.89
Ah 8d 2c,4c,QsJc,0.016,33.38,2.96915,74.1342,0.17,1.89,99.83,2.97
Ah 8d 2c,4c,QsTd,0.003,30.04,2.6131,72.4961,0.14,1.32,99.86,2.61
Ah 8d 2c,4c,QsJd,0.019,32.78,2.65119,67.4065,0.15,1.42,99.85,2.65
Ah 8d 2c,4c,QsTh,0.003,30.04,2.60464,72.2499,0.14,1.31,99.86,2.61
Ah 8d 2c,4c,QsJh,0.100,32.64,2.57472,65.7334,0.15,1.33,99.85,2.58
Ah 8d 2c,4c,Qs8s,0.923,53.58,4.08703,63.5647,0.16,2.90,99.84,4.09
Ah 8d 2c,4c,Qs9s,0.000,28.07,2.79911,83.1089,0.15,1.52,99.85,2.80
Ah 8d 2c,4c,QsTs,0.144,30.36,2.69525,73.9732,0.15,1.43,99.85,2.70
Ah 8d 2c,4c,QsJs,0.533,33.10,2.70582,68.121,0.16,1.53,99.84,2.71
