Flop,Turn,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR,BET 29%,BET 29 EV,BET 13%,BET 13 EV,CHECK%,CHECK EV
Ah 8d 2c,5h,6h6c,0.002,12.79,1.10731,36.065,98.31,1.11,0.48,0.74,1.21,0.78
Ah 8d 2c,5h,6h6d,0.002,12.59,1.24379,41.1526,98.69,1.25,0.39,0.86,0.92,0.80
Ah 8d 2c,5h,7h7c,0.001,12.32,1.34507,45.4865,98.26,1.35,0.46,1.07,1.28,0.90
Ah 8d 2c,5h,7h7d,0.001,11.92,1.41664,49.5017,96.71,1.43,2.42,1.25,0.87,0.89
Ah 8d 2c,5h,7h6h,0.189,32.79,12.7429,161.908,5.07,12.40,94.85,12.76,0.08,12.52
Ah 8d 2c,5h,8h8c,0.328,95.42,41.1874,179.856,53.33,41.20,45.03,41.17,1.64,41.13
Ah 8d 2c,5h,8h7h,0.188,37.29,10.609,118.528,52.14,10.59,47.42,10.63,0.44,10.27
Ah 8d 2c,5h,9h9c,0.009,31.63,4.3956,57.9083,99.13,4.40,0.03,3.97,0.85,3.84
Ah 8d 2c,5h,9h9d,0.003,31.36,4.40795,58.5666,99.07,4.41,0.02,3.92,0.91,3.82
Ah 8d 2c,5h,9h8h,0.002,38.54,10.8619,117.434,98.81,10.87,0.82,10.77,0.37,10.13
Ah 8d 2c,5h,ThTc,0.004,32.69,4.41033,56.2071,98.92,4.42,0.04,4.12,1.04,3.97
Ah 8d 2c,5h,ThTd,0.001,32.78,4.60004,58.4689,99.02,4.61,0.03,4.14,0.95,3.99
Ah 8d 2c,5h,Th8h,0.015,40.68,11.1112,113.809,83.86,11.12,15.44,11.08,0.70,10.80
Ah 8d 2c,5h,Th9h,0.032,24.36,6.74339,115.345,46.50,6.74,53.17,6.75,0.33,6.53
Ah 8d 2c,5h,JhTc,0.002,7.64,0.29158,15.9096,1.11,-0.38,0.10,-1.02,98.79,0.30
Ah 8d 2c,5h,JhTd,0.003,7.59,0.29613,16.2665,1.48,-0.13,0.13,-0.93,98.39,0.30
Ah 8d 2c,5h,Jh8h,0.001,42.29,11.64,114.696,98.24,11.64,0.87,11.47,0.89,11.48
Ah 8d 2c,5h,Jh9h,0.020,25.12,7.71726,127.998,99.21,7.72,0.51,7.70,0.28,7.00
Ah 8d 2c,5h,JhTh,0.033,26.45,7.52124,118.476,71.21,7.52,28.47,7.52,0.32,7.19
Ah 8d 2c,5h,JhTs,0.002,8.78,0.29893,14.1791,42.46,0.27,0.54,-0.39,57.00,0.32
Ah 8d 2c,5h,QhTc,0.002,8.80,0.33432,15.8339,0.73,-0.60,0.08,-0.96,99.19,0.34
Ah 8d 2c,5h,QhJc,0.002,9.57,0.30663,13.3465,1.09,-0.45,0.13,-0.49,98.78,0.32
Ah 8d 2c,5h,QhTd,0.002,8.75,0.33756,16.0739,0.93,-0.32,0.10,-0.85,98.97,0.34
Ah 8d 2c,5h,QhJd,0.002,9.39,0.30689,13.617,1.09,-0.45,0.13,-0.47,98.78,0.32
Ah 8d 2c,5h,Qh8h,0.012,44.66,11.6688,108.861,63.83,11.64,25.59,11.75,10.58,11.67
Ah 8d 2c,5h,Qh9h,0.003,27.18,8.06007,123.565,78.27,8.05,21.46,8.11,0.28,7.11
Ah 8d 2c,5h,QhTh,0.038,27.32,7.94481,121.167,87.40,7.95,12.33,7.90,0.27,7.20
Ah 8d 2c,5h,QhJh,0.004,28.01,8.18473,121.751,59.79,8.14,39.98,8.26,0.24,7.33
Ah 8d 2c,5h,QhTs,0.002,10.33,0.35478,14.3143,2.73,0.06,0.27,-0.33,97.01,0.36
Ah 8d 2c,5h,QhJs,0.002,10.45,0.32917,13.1249,2.60,-0.10,0.31,-0.07,97.09,0.34
Ah 8d 2c,5h,KhTc,0.001,10.01,0.38291,15.9466,0.63,-0.58,0.08,-0.80,99.29,0.39
Ah 8d 2c,5h,KhJc,0.001,10.46,0.36895,14.6908,0.87,-0.42,0.13,-0.50,99.00,0.38
Ah 8d 2c,5h,KhQc,0.001,11.12,0.40413,15.1482,0.94,-0.42,0.19,-0.27,98.88,0.41
Ah 8d 2c,5h,KhTd,0.001,9.96,0.38775,16.2284,0.75,-0.31,0.10,-0.71,99.15,0.39
Ah 8d 2c,5h,KhJd,0.001,10.09,0.36588,15.1139,0.85,-0.42,0.13,-0.52,99.02,0.37
Ah 8d 2c,5h,KhQd,0.002,10.74,0.39385,15.2766,1.09,-0.27,0.21,-0.06,98.70,0.40
Ah 8d 2c,5h,Kh2h,0.145,34.25,10.6372,129.389,64.27,10.64,35.33,10.64,0.41,10.35
Ah 8d 2c,5h,Kh3h,0.002,33.69,11.4043,141.039,3.66,11.06,96.25,11.42,0.09,10.14
Ah 8d 2c,5h,Kh4h,0.020,33.69,11.5367,142.674,3.21,11.18,96.71,11.55,0.08,10.27
Ah 8d 2c,5h,Kh6h,0.002,27.60,8.18505,123.56,99.37,8.19,0.35,7.85,0.28,7.38
Ah 8d 2c,5h,Kh7h,0.002,27.31,8.21883,125.404,99.43,8.22,0.28,7.86,0.28,7.40
Ah 8d 2c,5h,Kh8h,0.053,46.84,12.0257,106.983,67.12,12.03,14.19,12.02,18.68,12.01
Ah 8d 2c,5h,Kh9h,0.003,28.39,8.12121,119.193,99.43,8.12,0.26,8.09,0.32,7.22
Ah 8d 2c,5h,KhTh,0.001,28.53,8.05822,117.695,99.08,8.06,0.59,7.91,0.34,7.33
Ah 8d 2c,5h,KhJh,0.001,28.46,8.34324,122.167,99.27,8.35,0.48,8.26,0.26,7.32
Ah 8d 2c,5h,KhQh,0.001,28.99,8.37473,120.372,88.43,8.37,11.28,8.41,0.29,7.26
Ah 8d 2c,5h,KhTs,0.001,11.49,0.42545,15.4233,1.93,0.08,0.23,-0.18,97.84,0.43
Ah 8d 2c,5h,KhJs,0.001,11.39,0.41537,15.1914,1.78,-0.07,0.28,-0.08,97.94,0.43
Ah 8d 2c,5h,KhQs,0.002,11.25,0.43212,16.0111,1.36,-0.14,0.31,-0.05,98.32,0.44
Ah 8d 2c,5h,6s6c,0.002,12.74,0.68941,22.5444,6.09,0.43,0.28,0.14,93.64,0.71
Ah 8d 2c,5h,6s6d,0.002,12.54,0.68506,22.757,16.76,0.57,0.61,0.25,82.63,0.71
Ah 8d 2c,5h,6s6h,0.002,13.13,1.15677,36.7109,98.39,1.16,0.50,0.83,1.11,0.83
Ah 8d 2c,5h,6s5s,0.003,17.22,1.89059,45.7526,48.90,1.89,45.93,1.90,5.17,1.81
Ah 8d 2c,5h,7s7c,0.001,12.76,0.79708,26.0353,1.70,0.25,0.15,0.11,98.15,0.81
Ah 8d 2c,5h,7s7d,0.001,12.36,0.78375,26.4181,2.55,0.33,0.20,0.30,97.25,0.80
Ah 8d 2c,5h,7s7h,0.001,12.83,1.37306,44.5869,98.59,1.38,0.34,0.98,1.06,0.94
Ah 8d 2c,5h,7s6s,0.003,18.77,6.85019,152.033,88.48,6.85,11.22,6.86,0.31,6.32
Ah 8d 2c,5h,8s8c,0.319,94.39,42.7009,188.486,60.37,42.72,37.24,42.68,2.39,42.63
Ah 8d 2c,5h,8s8h,0.295,95.55,40.4426,176.357,46.88,40.45,51.76,40.44,1.36,40.39
Ah 8d 2c,5h,8s7s,0.165,20.40,2.1791,44.5148,65.99,2.17,32.82,2.20,1.19,2.05
Ah 8d 2c,5h,9s9c,0.000,32.44,3.36326,43.2034,50.09,3.31,0.20,2.91,49.71,3.42
Ah 8d 2c,5h,9s9d,0.000,32.18,3.40476,44.0914,26.57,3.33,0.27,2.84,73.16,3.44
Ah 8d 2c,5h,9s9h,0.000,32.77,4.75475,60.4502,99.12,4.76,0.04,4.13,0.84,4.17
Ah 8d 2c,5h,9s8s,0.001,22.44,1.97516,36.6723,92.06,1.98,1.23,1.79,6.71,1.94
Ah 8d 2c,5h,TsTc,0.000,33.52,3.5888,44.6169,89.78,3.59,0.06,3.13,10.16,3.57
Ah 8d 2c,5h,TsTd,0.001,33.60,3.80189,47.148,93.85,3.82,0.04,3.17,6.11,3.60
Ah 8d 2c,5h,TsTh,0.001,34.18,4.95787,60.4445,98.98,4.96,0.14,4.61,0.87,4.53
Ah 8d 2c,5h,Ts8s,0.002,24.96,2.61334,43.63,30.83,2.53,68.19,2.65,0.97,2.52
Ah 8d 2c,5h,Ts9s,0.001,6.75,0.36454,22.515,0.38,-0.93,0.05,-1.52,99.57,0.37
Ah 8d 2c,5h,JsTc,0.002,7.76,0.29011,15.5693,0.29,-1.59,0.05,-1.55,99.65,0.30
Ah 8d 2c,5h,JsTd,0.002,7.71,0.29458,15.9112,0.33,-1.21,0.06,-1.43,99.61,0.30
Ah 8d 2c,5h,JsTh,0.002,8.16,0.30401,15.5308,1.71,-0.28,0.13,-0.50,98.16,0.32
Ah 8d 2c,5h,Js8s,0.001,27.12,2.87809,44.2137,13.32,2.73,66.64,2.92,20.03,2.84
Ah 8d 2c,5h,Js9s,0.002,7.66,0.34148,18.5866,0.39,-1.04,0.06,-1.19,99.55,0.35
Ah 8d 2c,5h,JsTs,0.002,8.88,0.30892,14.4975,0.49,-0.86,0.07,-0.90,99.44,0.32
Ah 8d 2c,5h,QsTc,0.002,8.57,0.3238,15.7421,0.28,-1.62,0.06,-1.44,99.66,0.33
Ah 8d 2c,5h,QsJc,0.002,9.66,0.30191,13.0276,0.36,-1.32,0.07,-0.89,99.57,0.31
Ah 8d 2c,5h,QsTd,0.002,8.52,0.32714,15.9911,0.31,-1.25,0.06,-1.34,99.62,0.33
Ah 8d 2c,5h,QsJd,0.002,9.48,0.30295,13.32,0.36,-1.29,0.07,-0.88,99.57,0.31
Ah 8d 2c,5h,QsTh,0.002,9.05,0.34206,15.7429,1.43,-0.31,0.13,-0.46,98.44,0.35
Ah 8d 2c,5h,QsJh,0.002,9.81,0.30857,13.1104,6.18,0.07,0.50,-0.26,93.33,0.33
Ah 8d 2c,5h,Qs8s,0.003,29.60,3.2249,45.4004,6.50,3.09,88.40,3.24,5.10,3.22
Ah 8d 2c,5h,Qs9s,0.002,9.86,0.37385,15.8025,0.37,-1.09,0.06,-1.09,99.57,0.38
Ah 8d 2c,5h,QsTs,0.002,10.09,0.34044,14.0649,0.46,-0.90,0.08,-0.80,99.46,0.35
Ah 8d 2c,5h,QsJs,0.002,10.52,0.32326,12.8035,0.49,-0.98,0.09,-0.47,99.42,0.33
Ah 8d 2c,5h,KsTc,0.002,9.84,0.35683,15.115,0.28,-1.64,0.06,-1.74,99.67,0.36
Ah 8d 2c,5h,KsJc,0.002,10.29,0.33091,13.3942,0.33,-1.43,0.08,-1.33,99.59,0.34
Ah 8d 2c,5h,KsQc,0.002,10.94,0.34888,13.2819,0.35,-1.47,0.09,-1.08,99.56,0.36
Ah 8d 2c,5h,KsTd,0.002,9.79,0.36173,15.3995,0.31,-1.31,0.06,-1.64,99.63,0.37
Ah 8d 2c,5h,KsJd,0.002,9.92,0.33213,13.9546,0.32,-1.42,0.08,-1.34,99.60,0.34
Ah 8d 2c,5h,KsQd,0.002,10.57,0.34504,13.5998,0.37,-1.28,0.09,-0.87,99.54,0.35
Ah 8d 2c,5h,KsTh,0.002,10.32,0.36386,14.6908,1.52,-0.30,0.16,-0.41,98.32,0.38
Ah 8d 2c,5h,KsJh,0.002,10.22,0.28461,11.5984,22.58,0.07,0.38,-0.21,77.04,0.35
Ah 8d 2c,5h,KsQh,0.002,10.71,0.35895,13.962,2.16,-0.15,0.37,-0.31,97.46,0.37
Ah 8d 2c,5h,Ks2s,0.054,15.51,1.63527,43.9442,80.17,1.63,18.33,1.65,1.50,1.59
Ah 8d 2c,5h,Ks3s,0.002,17.16,2.93894,71.3696,56.26,2.93,43.21,2.96,0.53,2.27
Ah 8d 2c,5h,Ks4s,0.002,17.18,3.10592,75.3318,26.17,3.06,73.40,3.13,0.43,2.31
Ah 8d 2c,5h,Ks5s,0.002,16.90,1.51938,37.4539,9.69,1.31,33.64,1.49,56.67,1.57
Ah 8d 2c,5h,Ks6s,0.002,9.36,0.19412,8.64496,0.58,-1.03,0.07,-1.18,99.35,0.20
Ah 8d 2c,5h,Ks7s,0.002,9.56,0.21363,9.31375,0.49,-1.16,0.07,-1.33,99.44,0.22
Ah 8d 2c,5h,Ks8s,0.041,32.10,3.7314,48.4307,44.85,3.71,52.99,3.75,2.16,3.71
Ah 8d 2c,5h,Ks9s,0.002,11.11,0.39486,14.8025,0.35,-1.11,0.07,-1.35,99.58,0.40
Ah 8d 2c,5h,KsTs,0.002,11.32,0.36775,13.5307,0.43,-0.94,0.09,-1.10,99.48,0.37
Ah 8d 2c,5h,KsJs,0.002,11.22,0.35322,13.1143,0.44,-1.08,0.09,-0.90,99.46,0.36
Ah 8d 2c,5h,KsQs,0.002,11.07,0.36047,13.562,0.42,-1.15,0.10,-0.81,99.48,0.37
Ah 8d 2c,5h,As3c,0.002,47.34,8.99561,79.1675,67.55,8.98,31.18,9.04,1.26,8.87
Ah 8d 2c,5h,As4c,0.002,47.45,9.16684,80.4968,11.31,9.09,87.62,9.18,1.07,9.01
Ah 8d 2c,5h,As5c,0.001,75.63,19.4239,107.006,0.23,17.08,15.71,19.42,84.06,19.43
Ah 8d 2c,5h,As6c,0.001,42.58,5.88615,57.6011,34.66,5.90,64.52,5.88,0.82,5.45
Ah 8d 2c,5h,As7c,0.001,42.78,5.84393,56.9172,27.06,5.82,71.66,5.86,1.28,5.51
Ah 8d 2c,5h,As8c,0.104,84.34,27.7171,136.926,76.11,27.72,22.56,27.70,1.33,27.67
Ah 8d 2c,5h,As9c,0.002,44.79,6.23883,58.0418,36.77,6.28,60.79,6.22,2.44,6.05
Ah 8d 2c,5h,AsTc,0.002,48.86,7.02647,59.9186,25.41,7.09,63.26,7.00,11.33,7.01
Ah 8d 2c,5h,AsJc,0.003,55.16,9.03567,68.2497,2.25,8.89,27.55,9.05,70.20,9.03
Ah 8d 2c,5h,As2d,0.014,74.04,18.5089,104.158,0.53,17.42,89.59,18.52,9.89,18.51
Ah 8d 2c,5h,As3d,0.002,47.45,9.04876,79.4597,87.33,9.05,11.36,9.06,1.31,8.93
Ah 8d 2c,5h,As4d,0.002,47.45,9.16914,80.5165,11.16,9.08,87.78,9.18,1.06,9.01
Ah 8d 2c,5h,As5d,0.001,75.59,19.3831,106.838,0.24,17.07,40.07,19.41,59.69,19.38
Ah 8d 2c,5h,As6d,0.001,42.87,5.99672,58.2903,50.29,6.02,48.71,5.98,1.00,5.75
Ah 8d 2c,5h,As7d,0.001,42.94,6.0092,58.3117,8.04,5.89,91.09,6.02,0.86,5.77
Ah 8d 2c,5h,As9d,0.002,44.48,6.12818,57.4106,9.14,6.14,88.89,6.13,1.97,5.92
Ah 8d 2c,5h,AsTd,0.002,48.93,7.05521,60.0744,37.73,7.13,51.23,7.01,11.04,7.02
Ah 8d 2c,5h,AsJd,0.003,55.02,8.95035,67.7816,2.63,8.83,38.24,8.97,59.13,8.94
Ah 8d 2c,5h,As2h,0.024,74.10,18.4474,103.73,0.49,17.30,63.01,18.45,36.50,18.45
Ah 8d 2c,5h,As3h,0.002,47.75,9.33137,81.4237,97.24,9.33,1.56,9.30,1.20,9.21
Ah 8d 2c,5h,As4h,0.002,47.75,9.38895,81.92,86.26,9.39,12.78,9.41,0.96,9.31
Ah 8d 2c,5h,As6h,0.001,43.14,6.57528,63.5102,98.66,6.58,0.19,6.20,1.16,6.26
Ah 8d 2c,5h,As7h,0.001,43.16,6.69983,64.6852,98.66,6.70,0.08,6.31,1.26,6.46
Ah 8d 2c,5h,As8h,0.099,85.85,25.555,124.035,64.51,25.56,25.68,25.55,9.81,25.51
Ah 8d 2c,5h,As9h,0.001,45.28,7.36584,67.7819,99.07,7.37,0.20,7.17,0.72,6.80
Ah 8d 2c,5h,AsTh,0.002,49.66,7.92437,66.49,34.16,7.93,63.79,7.92,2.06,7.82
Ah 8d 2c,5h,AsJh,0.003,55.57,9.34259,70.0566,4.96,9.14,82.05,9.36,12.99,9.31
Ah 8d 2c,5h,As2s,0.024,74.09,18.4942,104.008,0.58,17.43,72.76,18.50,26.66,18.50
Ah 8d 2c,5h,As3s,0.014,47.64,9.1265,79.8198,81.30,9.12,17.37,9.14,1.32,9.04
Ah 8d 2c,5h,As4s,0.017,47.65,9.24514,80.8412,16.31,9.19,82.60,9.26,1.10,9.13
Ah 8d 2c,5h,As5s,0.003,75.86,19.6978,108.186,0.19,17.13,0.92,19.47,98.89,19.70
Ah 8d 2c,5h,As6s,0.001,43.01,6.06357,58.7477,59.89,6.09,39.29,6.03,0.82,5.59
Ah 8d 2c,5h,As7s,0.001,43.26,5.95238,57.3337,54.75,5.97,43.75,5.94,1.50,5.69
Ah 8d 2c,5h,As8s,0.108,84.86,27.3383,134.225,76.72,27.35,21.45,27.32,1.83,27.29
Ah 8d 2c,5h,As9s,0.005,45.73,6.55637,59.7382,8.94,6.57,88.08,6.56,2.97,6.46
Ah 8d 2c,5h,AsTs,0.003,50.27,7.6266,63.2126,8.82,7.59,18.76,7.50,72.41,7.66
Ah 8d 2c,6h,6c5c,0.221,16.49,1.5938,40.2628,58.43,1.59,32.08,1.60,9.49,1.58
Ah 8d 2c,6h,7c6c,0.129,16.44,1.52805,38.7352,57.06,1.53,3.76,1.43,39.18,1.53
Ah 8d 2c,6h,8c7c,0.185,18.83,1.81884,40.2479,74.27,1.82,24.08,1.82,1.65,1.83
Ah 8d 2c,6h,9c8c,0.001,20.13,1.60381,33.1967,87.41,1.61,9.38,1.58,3.22,1.61
Ah 8d 2c,6h,Tc8c,0.017,22.18,1.45802,27.386,63.46,1.43,6.21,1.42,30.33,1.53
Ah 8d 2c,6h,Tc9c,0.025,13.90,2.64827,79.3974,76.16,2.65,22.76,2.63,1.07,2.47
Ah 8d 2c,6h,Jc8c,0.001,24.29,2.16811,37.1871,96.91,2.17,2.04,2.07,1.05,1.94
Ah 8d 2c,6h,Jc9c,0.003,5.58,0.3123,23.3221,0.29,-1.72,0.05,-1.42,99.66,0.32
Ah 8d 2c,6h,JcTc,0.022,6.88,0.24105,14.5945,0.27,-1.83,0.06,-1.49,99.67,0.25
Ah 8d 2c,6h,JcTd,0.003,6.40,0.24255,15.7815,0.24,-2.08,0.05,-1.71,99.71,0.25
Ah 8d 2c,6h,JcTh,0.002,6.79,0.25653,15.7355,0.69,-0.86,0.07,-0.66,99.24,0.26
Ah 8d 2c,6h,JcTs,0.002,7.55,0.26167,14.4503,0.40,-0.93,0.08,-1.04,99.52,0.27
Ah 8d 2c,6h,Qc8c,0.011,27.17,2.5997,39.8678,85.35,2.60,13.89,2.59,0.76,2.48
Ah 8d 2c,6h,Qc9c,0.003,7.83,0.34112,18.1457,0.28,-1.82,0.07,-1.06,99.65,0.35
Ah 8d 2c,6h,QcTc,0.006,7.69,0.27078,14.6694,0.23,-2.20,0.07,-1.38,99.70,0.28
Ah 8d 2c,6h,QcJc,0.005,8.66,0.27566,13.2674,0.33,-1.53,0.12,-0.75,99.55,0.28
Ah 8d 2c,6h,QcTd,0.002,7.65,0.26984,14.6964,0.23,-2.20,0.07,-1.34,99.70,0.28
Ah 8d 2c,6h,QcJd,0.002,8.40,0.2769,13.7371,0.32,-1.54,0.11,-0.85,99.57,0.28
Ah 8d 2c,6h,QcTh,0.002,8.12,0.28989,14.8676,0.72,-0.83,0.10,-0.31,99.18,0.30
Ah 8d 2c,6h,QcJh,0.002,8.70,0.28616,13.6977,1.62,-0.47,0.33,-0.16,98.05,0.30
Ah 8d 2c,6h,QcTs,0.002,9.17,0.29088,13.2145,0.38,-1.06,0.12,-0.71,99.51,0.30
Ah 8d 2c,6h,QcJs,0.002,9.48,0.2962,13.0184,0.42,-1.21,0.17,-0.34,99.41,0.30
Ah 8d 2c,6h,Kc3c,0.008,8.25,0.14158,7.14661,1.52,-0.28,0.32,-0.35,98.16,0.15
Ah 8d 2c,6h,Kc4c,0.030,8.30,0.14226,7.14575,1.48,-0.24,0.32,-0.32,98.21,0.15
Ah 8d 2c,6h,Kc5c,0.003,8.38,0.14811,7.36355,1.77,-0.22,0.34,-0.29,97.88,0.16
Ah 8d 2c,6h,Kc6c,0.002,16.26,2.01854,51.7204,97.90,2.03,0.99,1.86,1.11,1.47
Ah 8d 2c,6h,Kc7c,0.002,8.30,0.15613,7.83571,1.60,-0.24,0.26,-0.49,98.14,0.16
Ah 8d 2c,6h,Kc8c,0.058,29.45,3.9594,56.0134,84.27,3.97,15.14,3.94,0.59,3.64
Ah 8d 2c,6h,Kc9c,0.003,9.04,0.33294,15.3445,0.53,-0.65,0.16,-0.65,99.31,0.34
Ah 8d 2c,6h,KcTc,0.001,8.90,0.27638,12.9368,0.38,-1.04,0.13,-0.97,99.49,0.28
Ah 8d 2c,6h,KcJc,0.001,9.23,0.27402,12.3694,0.67,-0.49,0.30,-0.34,99.02,0.28
Ah 8d 2c,6h,KcQc,0.001,9.89,0.28323,11.9288,0.73,-0.59,0.50,0.01,98.77,0.29
Ah 8d 2c,6h,KcTd,0.001,8.86,0.27558,12.9613,0.38,-1.04,0.14,-0.93,99.49,0.28
Ah 8d 2c,6h,KcJd,0.002,8.85,0.27528,12.9629,0.67,-0.47,0.28,-0.39,99.05,0.28
Ah 8d 2c,6h,KcQd,0.002,9.51,0.28532,12.4974,0.92,-0.22,0.61,0.12,98.46,0.29
Ah 8d 2c,6h,KcTh,0.001,9.33,0.26761,11.9486,44.04,0.23,1.05,0.09,54.91,0.30
Ah 8d 2c,6h,KcJh,0.002,9.13,0.59113,26.9824,98.34,0.60,0.33,0.20,1.33,0.30
Ah 8d 2c,6h,KcQh,0.002,9.63,0.39062,16.9016,95.12,0.39,1.02,0.23,3.86,0.33
Ah 8d 2c,6h,KcTs,0.001,10.34,0.29072,11.7107,0.97,0.04,0.35,-0.27,98.68,0.30
Ah 8d 2c,6h,KcJs,0.001,10.18,0.28569,11.6893,1.26,-0.15,0.67,0.09,98.07,0.29
Ah 8d 2c,6h,KcQs,0.001,10.03,0.29563,12.2803,1.04,-0.24,0.80,0.13,98.16,0.30
Ah 8d 2c,6h,Ac3c,0.029,41.32,4.62086,46.6003,61.06,4.62,23.24,4.63,15.70,4.63
Ah 8d 2c,6h,Ac4c,0.031,41.42,4.64676,46.747,59.39,4.64,25.82,4.66,14.79,4.64
Ah 8d 2c,6h,Ac5c,0.026,41.67,4.68132,46.8097,46.66,4.68,28.94,4.67,24.40,4.69
Ah 8d 2c,6h,Ac6c,0.001,75.55,19.8762,109.621,0.18,17.00,0.23,19.47,99.59,19.88
Ah 8d 2c,6h,Ac7c,0.001,42.05,4.71802,46.7487,85.85,4.72,2.57,4.63,11.58,4.70
Ah 8d 2c,6h,Ac8c,0.080,84.20,26.5979,131.617,75.73,26.60,19.36,26.59,4.91,26.59
Ah 8d 2c,6h,Ac9c,0.012,44.05,5.52811,52.2851,32.08,5.55,34.58,5.53,33.35,5.51
Ah 8d 2c,6h,AcTc,0.004,48.23,6.37436,55.0687,2.35,6.20,1.05,6.32,96.60,6.38
Ah 8d 2c,6h,Ac2d,0.015,74.35,18.8412,105.593,0.80,18.25,90.94,18.85,8.26,18.83
Ah 8d 2c,6h,Ac3d,0.002,41.45,4.6658,46.9052,61.54,4.66,21.50,4.67,16.96,4.66
Ah 8d 2c,6h,Ac4d,0.002,41.42,4.65139,46.7929,60.48,4.65,23.65,4.66,15.87,4.65
Ah 8d 2c,6h,Ac5d,0.001,41.59,4.66095,46.6913,37.63,4.65,32.55,4.65,29.83,4.68
Ah 8d 2c,6h,Ac6d,0.001,75.66,19.9724,109.99,0.20,17.42,0.31,19.53,99.49,19.98
Ah 8d 2c,6h,Ac7d,0.001,42.23,4.97688,49.0993,95.99,4.98,0.65,4.83,3.36,4.78
Ah 8d 2c,6h,Ac9d,0.002,43.78,5.59496,53.2443,58.39,5.61,25.48,5.56,16.13,5.59
Ah 8d 2c,6h,AcTd,0.002,48.32,6.41262,55.3008,2.49,6.26,1.27,6.38,96.24,6.42
Ah 8d 2c,6h,AcJd,0.003,54.28,8.63644,66.2908,1.03,8.14,61.45,8.64,37.52,8.64
Ah 8d 2c,6h,Ac2h,0.025,74.41,18.7979,105.267,0.81,18.14,51.77,18.80,47.42,18.81
Ah 8d 2c,6h,Ac3h,0.002,41.74,4.9285,49.1964,91.43,4.93,3.17,4.88,5.40,4.86
Ah 8d 2c,6h,Ac4h,0.002,41.73,4.91628,49.0922,90.82,4.92,4.16,4.87,5.01,4.85
Ah 8d 2c,6h,Ac5h,0.001,42.05,4.93297,48.8835,81.20,4.94,7.63,4.89,11.18,4.90
Ah 8d 2c,6h,Ac7h,0.001,42.51,5.58439,54.7312,18.22,5.42,0.46,5.10,81.32,5.62
Ah 8d 2c,6h,Ac8h,0.122,85.55,25.37,123.564,74.01,25.37,20.32,25.37,5.67,25.37
Ah 8d 2c,6h,Ac9h,0.001,44.53,6.6102,61.8552,73.06,6.62,0.62,6.13,26.32,6.60
Ah 8d 2c,6h,AcTh,0.002,48.98,7.21984,61.4241,82.11,7.24,2.09,6.99,15.80,7.14
Ah 8d 2c,6h,AcJh,0.003,54.81,8.93455,67.9257,2.93,8.87,57.21,8.92,39.87,8.96
Ah 8d 2c,6h,Ac2s,0.029,74.39,18.8596,105.63,0.99,18.29,75.38,18.86,23.63,18.87
Ah 8d 2c,6h,Ac3s,0.005,41.69,4.75307,47.5096,57.89,4.75,15.89,4.75,26.22,4.77
Ah 8d 2c,6h,Ac4s,0.005,41.67,4.74042,47.4028,57.25,4.73,18.44,4.74,24.30,4.76
Ah 8d 2c,6h,Ac5s,0.001,41.80,4.68932,46.7465,27.62,4.62,10.79,4.62,61.60,4.73
Ah 8d 2c,6h,Ac6s,0.001,75.76,19.9718,109.846,0.20,17.18,0.16,19.54,99.65,19.98
Ah 8d 2c,6h,Ac7s,0.001,42.52,4.87108,47.7322,8.34,4.71,1.74,4.64,89.92,4.89
Ah 8d 2c,6h,Ac8s,0.129,84.64,26.2755,129.353,76.42,26.28,18.15,26.28,5.43,26.27
Ah 8d 2c,6h,Ac9s,0.002,44.87,5.80181,53.8727,5.43,5.73,0.43,5.68,94.14,5.81
Ah 8d 2c,6h,AcTs,0.003,49.59,7.05756,59.3028,1.62,6.84,0.43,6.89,97.95,7.06
Ah 8d 2c,6h,AcJs,0.004,55.37,9.13959,68.7777,0.75,8.53,3.06,9.06,96.19,9.15
Ah 8d 2c,6h,6d6c,0.002,91.94,38.9297,176.436,14.94,38.72,3.21,38.70,81.86,38.98
Ah 8d 2c,6h,6d5d,0.273,16.33,1.50921,38.4979,13.76,1.40,19.41,1.51,66.83,1.53
Ah 8d 2c,6h,7d7c,0.001,11.71,0.67794,24.1123,45.51,0.65,0.56,0.29,53.93,0.70
Ah 8d 2c,6h,7d6d,0.190,15.96,1.52225,39.7474,76.63,1.53,5.44,1.49,17.93,1.50
Ah 8d 2c,6h,9d9c,0.002,29.89,3.63426,50.6567,98.06,3.64,0.11,3.34,1.84,3.46
Ah 8d 2c,6h,TdTc,0.001,30.99,3.18308,42.7908,67.83,3.14,0.47,2.77,31.70,3.28
Ah 8d 2c,6h,Td9d,0.035,13.60,2.66957,81.8043,78.88,2.67,20.07,2.66,1.05,2.51
Ah 8d 2c,6h,JdTc,0.003,6.45,0.24657,15.9239,0.24,-2.05,0.05,-1.80,99.71,0.25
Ah 8d 2c,6h,Jd9d,0.013,5.24,0.30343,24.11,0.29,-1.70,0.05,-1.51,99.66,0.31
Ah 8d 2c,6h,JdTd,0.028,6.84,0.24142,14.7097,0.27,-1.79,0.06,-1.50,99.66,0.25
Ah 8d 2c,6h,JdTh,0.003,6.80,0.25706,15.7554,0.68,-0.84,0.07,-0.71,99.25,0.27
